공고번호,기초금액,log_기초금액,log_기초금액_norm,기초금액_norm,A값,A값/기초금액_norm,투찰률(%),투찰률_norm,참여업체수,log_참여업체수,log_참여업체수_norm,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한
20180724547-01,72055000.0,18.092940288132887,-0.3447619841952736,-0.3591173598750524,0.0,-0.024791695263956078,87.745,0.11333942152265358,981.0,6.890609120147166,0.032007818532517114,+2% ~ -2%,기/정,배화여자고등학교 방송시설개선공사 입찰공고 (긴급공고) (정정공고),서울특별시교육청,서울
20180720415-00,128399842.0,18.670659726477954,0.08749403812906187,-0.26268469169449127,0.0,-0.024791695263956078,87.745,0.11333942152265358,965.0,6.874198495453294,0.0020675726499820137,+2% ~ -2%,기,김포공항 재난대책상황실 개선 정보통신공사,한국공항공사,서울
20180722357-00,39363000.0,17.48833687216053,-0.7971328935428278,-0.4150688307862479,0.0,-0.024791695263956078,87.745,0.11333942152265358,906.0,6.811244378601294,-0.11278861186629384,+2% ~ -2%,,정화여자중학교 다목적강당 방송시스템구축 및 기타공사 (긴급공고),서울특별시동부교육청,서울
20180634972-00,245023000.0,19.31686264573505,0.5709901522508225,-0.06308732131614933,0.0,-0.024791695263956078,87.745,0.11333942152265358,936.0,6.843749949006225,-0.05348405834499548,+2% ~ -2%,기/협정,서울동부지사 상설검정장 겸 청사 신축공사(통신),서울지방조달청/한국산업인력공단,서울
20180634568-00,732365000.0,20.411789582894244,1.390226499824624,0.7709852877871123,0.0,-0.024791695263956078,86.745,-0.34258916408631507,893.0,6.796823718274855,-0.13909828160868343,+2% ~ -2%,기/협정,서울남부지방법원 별관 신축 1차 통신공사,서울지방조달청/대법원,서울
20180712852-00,18477900.0,16.732086035475778,-1.3629680668948294,-0.4508131127245633,0.0,-0.024791695263956078,87.745,0.11333942152265358,719.0,6.580639137284949,-0.5335146814467413,+2% ~ -2%,기,수술실등 네트워크 회선 포설 작업,경찰청,서울
20180703719-00,437753000.0,19.897165384617875,1.005179028380663,0.26676484400609174,0.0,-0.024791695263956078,86.745,-0.34258916408631507,870.0,6.77078942390898,-0.18659636222615542,+2% ~ -2%,,김포공항 기계통합감시제어센타 개선공사,한국공항공사,서울
20180636599-00,40000000.0,17.50439003707821,-0.7851217394211834,-0.41397862257107504,0.0,-0.024791695263956078,87.745,0.11333942152265358,866.0,6.7661917146603505,-0.194984619709843,+2% ~ -2%,협정,"국회 의원회관 제1,2세미나실 회의용 마이크 설치 공사",국회,서울
20180635876-00,28487000.0,17.164958435928078,-1.0390881875376492,-0.4336828096688541,0.0,-0.024791695263956078,87.745,0.11333942152265358,1761.0,7.47477218239787,1.0977799049425814,+2% ~ -2%,기,(통신)서울동부구치소 혈액투석실 리모델링 공사(통신) (긴급공고),법무부,서울/경기
20180633155-00,41901603.0,17.550834665782556,-0.7503713586488467,-0.4107240806360713,0.0,-0.024791695263956078,87.745,0.11333942152265358,919.0,6.825460036255307,-0.08685295777129631,+2% ~ -2%,,한국의집 보안장비(CCTV)개선공사 시공업체 선정 입찰공고,한국문화재재단,서울
20180630237-00,139098000.0,18.750689285834262,0.14737303249841,-0.24437508456918924,0.0,-0.024791695263956078,87.745,0.11333942152265358,946.0,6.854354502255021,-0.034136657641719984,+2% ~ -2%,기,대진여고 교사동 방송시설 개선공사 (긴급공고),서울특별시교육청,서울
20180603245-00,118690000.0,18.592025618458,0.028659135760023314,-0.27930282280348745,0.0,-0.024791695263956078,87.745,0.11333942152265358,960.0,6.8690144506657065,-0.007390420479579176,+2% ~ -2%,,서문여고 방송시설 환경개선 사업,서울특별시교육청,서울
1801812-00,230571000.0,19.256069403338127,0.5255039812852594,-0.08782152716493793,0.0,-0.024791695263956078,87.745,0.11333942152265358,883.0,6.785587645007929,-0.15959785445502145,+2% ~ -2%,기,서울지역본부 공공리모델링 임대주택 정보통신공사 3공구,한국토지주택공사,서울
1801810-00,242511000.0,19.306557632261306,0.5632798281064261,-0.06738654115369132,0.0,-0.024791695263956078,87.745,0.11333942152265358,877.0,6.778784897685177,-0.17200907775208593,+2% ~ -2%,기,서울지역본부 공공리모델링 임대주택 정보통신공사 2공구,한국토지주택공사,서울
20180619130-00,185145098.0,19.036650394544168,0.3613322715098042,-0.16556672581805845,0.0,-0.024791695263956078,87.745,0.11333942152265358,962.0,6.871091294610546,-0.0036013375209423115,+2% ~ -2%,,의생명연구원 5층 교수실 및 56병동 재배치 공사 [통신],서울대학교병원,서울
20180616899-00,82636000.0,18.22995599099492,-0.24224533202103862,-0.34100826548769897,0.0,-0.024791695263956078,87.745,0.11333942152265358,1015.0,6.92461239604856,0.09404485004659174,+2% ~ -2%,기/협정,경찰병원 병동(71) 통신시설 개선공사,서울지방조달청/경찰청,서울
20180613899-00,91240000.0,18.329003966340565,-0.16813655014443718,-0.3262827529549715,0.0,-0.024791695263956078,87.745,0.11333942152265358,943.0,6.851184927493743,-0.03991936545851539,+2% ~ -2%,기,서울검찰청사 대강당 리모델링 통신공사,대검찰청,서울
20180612955-00,70000000.0,18.064005814299346,-0.3664110749774043,-0.36263443661316896,0.0,-0.024791695263956078,87.745,0.11333942152265358,987.0,6.8966943316227125,0.043109938727436035,+2% ~ -2%,,청사 네트워크 회선 증설 공사(긴급) (긴급공고),국가인권위원회,서울
20180606413-00,77464000.0,18.165323883182726,-0.29060378420912275,-0.34986000314684196,0.0,-0.024791695263956078,87.745,0.11333942152265358,1044.0,6.952728644624869,0.14534133700991209,+2% ~ -2%,기/협정,서울남부지방검찰청 대회의실 등 리모델링 공사 (통신),서울지방조달청/대검찰청,서울
20180604939-00,61672000.0,17.93734059333605,-0.4611833830327978,-0.3768875826350837,0.0,-0.024791695263956078,87.745,0.11333942152265358,1008.0,6.917705609835305,0.08144381374599424,+2% ~ -2%,기/협정,경찰병원 음압격리병실 등 통신시설 개선공사,서울지방조달청/경찰청,서울
20180608059-00,41452390.0,17.540056121838496,-0.7584359834865599,-0.4114928964962949,0.0,-0.024791695263956078,87.745,0.11333942152265358,950.0,6.858565034791365,-0.02645478191875547,+2% ~ -2%,기,서초2파출소 신축공사(통신),경찰청,서울
20180538320-02,105453000.0,18.47377592346941,-0.05981658342860978,-0.30195758912098086,0.0,-0.024791695263956078,87.745,0.11333942152265358,960.0,6.8690144506657065,-0.007390420479579176,+2% ~ -2%,기/정,"서울아이티고등학교 방송시설 개선공사(본관동,다목적동) (정정공고)",서울특별시교육청,서울
20180607881-00,49500000.0,17.71748324774094,-0.6256830612121657,-0.39771963035107144,0.0,-0.024791695263956078,87.745,0.11333942152265358,847.0,6.744059186311348,-0.23536415145422318,+2% ~ -2%,,국회 정보망 확충 공사 (긴급공고),국회,서울
20180539332-00,46000000.0,17.6441519761925,-0.680550323152176,-0.4037097853794938,0.0,-0.024791695263956078,87.745,0.11333942152265358,991.0,6.900730664045173,0.05047399630881729,+2% ~ -2%,기,서울적십자병원 진단검사의학과 리모델링공사(통신)-소액수의견적입찰,대한적십자사,서울
20180540926-00,52400000.0,17.77441716837524,-0.5830844771326514,-0.39275635904180717,0.0,-0.024791695263956078,87.745,0.11333942152265358,205.0,5.332718793265369,-2.8102739540974353,+2% ~ -2%,기/여성,한국시설안전공단 일산청사 환경개선 작업 (통신) (긴급공고),국토안전관리원,서울/인천/경기
20180532439-00,34406295.0,17.353750128852727,-0.8978321715288136,-0.423552096894864,0.0,-0.024791695263956078,87.745,0.11333942152265358,791.0,6.675823221634848,-0.3598567651454774,+2% ~ -2%,,행복한백화점 종합서비스데스크 공사(정보통신),(주)중소기업유통센터,서울
20180509697-00,943710000.0,20.665329474582965,1.5799278285454517,1.132696520496234,0.0,-0.024791695263956078,86.745,-0.34258916408631507,1044.0,6.952728644624869,0.14534133700991209,+2% ~ -2%,기/의무,한국체육대학교 도서관(학생회관) 개축 통신공사,서울지방조달청/한국체육대학교,전국/서울
20180529737-00,27639440.0,17.13475433234664,-1.061687229227133,-0.4351333856105369,0.0,-0.024791695263956078,87.745,0.11333942152265358,933.0,6.840546529288687,-0.059328514348174904,+2% ~ -2%,기,디지털서울문화예술대학교 행정실 리모델링 공사(통신),디지털서울문화예술대학교,서울
20180531401-00,67707000.0,18.0307001446481,-0.39133074242971627,-0.36655884389321824,0.0,-0.024791695263956078,87.745,0.11333942152265358,1003.0,6.912742820493176,0.07238948851838523,+2% ~ -2%,기/협정,2018년 초등교육관 지붕설치 및 시설설비 보수공사(통신),서울지방조달청/교육부,서울
20180522841-00,78067000.0,18.173078003115002,-0.2848020666000478,-0.348827985009088,0.0,-0.024791695263956078,87.745,0.11333942152265358,1007.0,6.9167150203536085,0.0796365399094467,+2% ~ -2%,기,GKL 강북 힐튼점 리모델링에 따른 정보통신 공사,그랜드코리아레저(주),서울
20180522923-00,66100000.0,18.006679319950507,-0.4093033870173307,-0.36930918078769676,0.0,-0.024791695263956078,87.745,0.11333942152265358,2434.0,7.798112628829788,1.6876960507645726,+2% ~ -2%,기,CCTV 시스템 개선 공사,국민건강보험공단,서울/인천/경기
20180511924-00,511917411.0,20.05367386530528,1.1222803907924221,0.39369522100084414,0.0,-0.024791695263956078,86.745,-0.34258916408631507,923.0,6.829793737512425,-0.0789463677639082,+2% ~ -2%,,김포공항 외곽지역 보안용카메라(CCTV) 개량 정보통신공사,한국공항공사,서울
20180512204-00,135204000.0,18.722295314330534,0.1261283514896651,-0.25103955990652543,0.0,-0.024791695263956078,87.745,0.11333942152265358,960.0,6.8690144506657065,-0.007390420479579176,+2% ~ -2%,기,한국국방연구원-한국과학술원 아파트 CCTV 설치공사,국방부,서울
20180506809-00,94000000.0,18.358805350872576,-0.14583882726624198,-0.3215590878468441,0.0,-0.024791695263956078,87.745,0.11333942152265358,895.0,6.799055862058796,-0.1350258629784952,+2% ~ -2%,협정,국회 청사 CCTV 카메라 추가 설치공사,국회,서울
20180438118-01,981734000.0,20.704830954880133,1.6094832695015142,1.1977735647250147,0.0,-0.024791695263956078,86.745,-0.34258916408631507,980.0,6.889591308354466,0.030150879146962795,+2% ~ -2%,정/의무,김포공항 급유시설 누유감지시스템 구축 공사 (정정공고),한국공항공사,전국/서울
20180433804-00,22086900.0,16.910495275830918,-1.2294803158114789,-0.44463640715382724,0.0,-0.024791695263956078,87.745,0.11333942152265358,788.0,6.672032945461067,-0.3667719071783136,+2% ~ -2%,기,은평서 석면제거 및 타공사(통신),경찰청,서울
20180431562-00,38040200.0,17.454154079539176,-0.822708834024891,-0.4173327670924185,0.0,-0.024791695263956078,88.0,0.22960121085293853,117.0,4.77912349311153,-3.820276907379941,+2% ~ -2%,물품/기,경찰병원 장례식장 빈소 안내시스템(ERP)교체,경찰청,서울/인천/경기
20180412650-00,29137000.0,17.18751943648238,-1.0222077993907743,-0.4325703523064328,0.0,-0.024791695263956078,87.745,0.11333942152265358,1555.0,7.350516171833998,0.8710819225035372,+2% ~ -2%,,서울대학교 의과대학 실험동물실 환경개선 통신 공사,서울대학교,서울/경기
20180410550-00,92339328.0,18.340980708393367,-0.15917542033551318,-0.32440128291294706,0.0,-0.024791695263956078,87.745,0.11333942152265358,953.0,6.86171134048073,-0.020714527192413682,+2% ~ -2%,,김포공항 항공훈련센터 확장 정보통신공사,한국공항공사,서울
20180344341-00,1274598000.0,20.965896672508073,1.8048155037610418,1.6990023539375545,0.0,-0.024791695263956078,86.745,-0.34258916408631507,865.0,6.7650389767805414,-0.19708772402204405,+2% ~ -2%,의무,김포공항 외곽울타리 개량에 따른 장력시스템 교체공사,한국공항공사,전국/서울
20180234956-00,1653721000.0,21.22629373794113,1.9996474451121184,2.3478610810348615,0.0,-0.024791695263956078,86.745,-0.34258916408631507,882.0,6.784457062637643,-0.16166053730764093,+2% ~ -2%,기/의무,강서경찰서 청사 신축 통신공사,서울지방조달청/경찰청,전국/서울
20180317773-00,667315000.0,20.318772757765025,1.3206302907118213,0.6596539779017193,0.0,-0.024791695263956078,86.745,-0.34258916408631507,929.0,6.836259277277067,-0.06715036036456888,+2% ~ -2%,기,서울대학교치과병원 융복합치의료센터 통신공사,서울대학교치과병원,서울
20180236881-00,736152000.0,20.416947178468018,1.3940854694204257,0.7774666355278652,0.0,-0.024791695263956078,86.745,-0.34258916408631507,876.0,6.777646593635117,-0.17408584836768623,+2% ~ -2%,기/협정,보안수사대 통합청사 신축공사(통신),서울지방조달청/경찰청,서울
20180301115-00,42900000.0,17.57438240720827,-0.7327526801557737,-0.40901535126181077,0.0,-0.024791695263956078,87.745,0.11333942152265358,987.0,6.8966943316227125,0.043109938727436035,+2% ~ -2%,,정부서울청사 공무직 사무실 통신망 구축공사,행정안전부,서울
20180229939-00,243070000.0,19.308860029779485,0.5650025071907031,-0.06642982782200901,0.0,-0.024791695263956078,87.745,0.11333942152265358,982.0,6.891625897052253,0.03386286982482717,+2% ~ -2%,기,서울우정교육센터 리모델링 정보통신공사,과학기술정보통신부,서울
20180214208-00,267548000.0,19.404809551193022,0.6367929918400473,-0.024536395026088204,0.0,-0.024791695263956078,87.745,0.11333942152265358,927.0,6.834108738813838,-0.07107389475585672,+2% ~ -2%,기/협정,병원동 2층 리노베이션 공사(정보통신),서울지방조달청/한국원자력의학원,서울
20180212479-00,111461000.0,18.529185320865626,-0.018358664362417013,-0.29167506014647754,0.0,-0.024791695263956078,87.745,0.11333942152265358,957.0,6.8658910748834385,-0.013088840902268917,+2% ~ -2%,,해동학술정보실 외 3건 조성 통신공사 입찰 공고,서울과학기술대학교,서울
20180211734-00,166072000.0,18.92793199324625,0.2799879708348642,-0.19820981550157066,0.0,-0.024791695263956078,87.745,0.11333942152265358,994.0,6.903747257584598,0.05597759863858022,+2% ~ -2%,,서울과학기술대학교 학생회관 리모델링 통신공사,서울과학기술대학교,서울
20180203127-00,24021000.0,16.99443904735312,-1.1666726649541153,-0.44132624748512106,0.0,-0.024791695263956078,87.745,0.11333942152265358,907.0,6.812345094177479,-0.11078041927079665,+2% ~ -2%,,충암초등학교 열람실 및 특별실 설치 공사(통신),서울특별시서부교육청,서울
20180208394-00,49901000.0,17.725551620640786,-0.6196462160848709,-0.39703332973210076,0.0,-0.024791695263956078,87.745,0.11333942152265358,933.0,6.840546529288687,-0.059328514348174904,+2% ~ -2%,기,서일국제경영고 전관방송설비 개선공사 (긴급공고),서울특별시교육청,서울
20180124347-00,159940000.0,18.89030930912036,0.2518382657877091,-0.20870456711136665,0.0,-0.024791695263956078,87.745,0.11333942152265358,976.0,6.885509670034818,0.022704163548167143,+2% ~ -2%,,한국자산관리공사 홍릉 지식협력단지 시설물 공사(정보통신),한국자산관리공사,서울
20180116062-00,107800000.0,18.495788225715607,-0.04334673737600282,-0.29794076230620736,0.0,-0.024791695263956078,87.745,0.11333942152265358,911.0,6.816735880594968,-0.10276968065422154,+2% ~ -2%,기,중대부중 노후방송설비 교체공사 (긴급공고),서울특별시동작교육청,서울
E011812442,131637000.0,18.695558699950674,0.10612372326499535,-0.2571443836169205,0.0,-0.024791695263956078,87.745,0.11333942152265358,1735.0,7.459914766241105,1.070673399175083,+2% ~ -2%,,154kV 지축E/C 전력통신설비 시설공사,한국전력공사,서울/경기
E011810304,91979800.0,18.337079556559903,-0.16209430493951227,-0.32501660532924953,0.0,-0.024791695263956078,87.745,0.11333942152265358,742.0,6.612041034833092,-0.47622371591021173,+2% ~ -2%,,신정변전소 무인보안시스템 교체공사,한국전력공사,서울
E011810152,148657300.0,18.81715422157394,0.19710282665104414,-0.22801460200827553,0.0,-0.024791695263956078,87.745,0.11333942152265358,794.0,6.679599185844383,-0.3529677344726014,+2% ~ -2%,,154kV 교대S/S 노후 무인보안시스템 교체공사,한국전력공사,서울
