공고번호,기초금액,A값,투찰률(%),참여업체수,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한
20180532439-00,34406295.0,0.0,87.745,791.0,+2% ~ -2%,,행복한백화점 종합서비스데스크 공사(정보통신),(주)중소기업유통센터,서울
20180509697-00,943710000.0,0.0,86.745,1044.0,+2% ~ -2%,기/의무,한국체육대학교 도서관(학생회관) 개축 통신공사,서울지방조달청/한국체육대학교,전국/서울
20180529737-00,27639440.0,0.0,87.745,933.0,+2% ~ -2%,기,디지털서울문화예술대학교 행정실 리모델링 공사(통신),디지털서울문화예술대학교,서울
20180531401-00,67707000.0,0.0,87.745,1003.0,+2% ~ -2%,기/협정,2018년 초등교육관 지붕설치 및 시설설비 보수공사(통신),서울지방조달청/교육부,서울
20180522841-00,78067000.0,0.0,87.745,1007.0,+2% ~ -2%,기,GKL 강북 힐튼점 리모델링에 따른 정보통신 공사,그랜드코리아레저(주),서울
20180522923-00,66100000.0,0.0,87.745,2434.0,+2% ~ -2%,기,CCTV 시스템 개선 공사,국민건강보험공단,서울/인천/경기
20180511924-00,511917411.0,0.0,86.745,923.0,+2% ~ -2%,,김포공항 외곽지역 보안용카메라(CCTV) 개량 정보통신공사,한국공항공사,서울
20180512204-00,135204000.0,0.0,87.745,960.0,+2% ~ -2%,기,한국국방연구원-한국과학술원 아파트 CCTV 설치공사,국방부,서울
20180506809-00,94000000.0,0.0,87.745,895.0,+2% ~ -2%,협정,국회 청사 CCTV 카메라 추가 설치공사,국회,서울
20180438118-01,981734000.0,0.0,86.745,980.0,+2% ~ -2%,정/의무,김포공항 급유시설 누유감지시스템 구축 공사 (정정공고),한국공항공사,전국/서울
20180433804-00,22086900.0,0.0,87.745,788.0,+2% ~ -2%,기,은평서 석면제거 및 타공사(통신),경찰청,서울
20180431562-00,38040200.0,0.0,88.0,117.0,+2% ~ -2%,물품/기,경찰병원 장례식장 빈소 안내시스템(ERP)교체,경찰청,서울/인천/경기
20180412650-00,29137000.0,0.0,87.745,1555.0,+2% ~ -2%,,서울대학교 의과대학 실험동물실 환경개선 통신 공사,서울대학교,서울/경기
20180410550-00,92339328.0,0.0,87.745,953.0,+2% ~ -2%,,김포공항 항공훈련센터 확장 정보통신공사,한국공항공사,서울
20180344341-00,1274598000.0,0.0,86.745,865.0,+2% ~ -2%,의무,김포공항 외곽울타리 개량에 따른 장력시스템 교체공사,한국공항공사,전국/서울
20180234956-00,1653721000.0,0.0,86.745,882.0,+2% ~ -2%,기/의무,강서경찰서 청사 신축 통신공사,서울지방조달청/경찰청,전국/서울
20180317773-00,667315000.0,0.0,86.745,929.0,+2% ~ -2%,기,서울대학교치과병원 융복합치의료센터 통신공사,서울대학교치과병원,서울
20180236881-00,736152000.0,0.0,86.745,876.0,+2% ~ -2%,기/협정,보안수사대 통합청사 신축공사(통신),서울지방조달청/경찰청,서울
20180301115-00,42900000.0,0.0,87.745,987.0,+2% ~ -2%,,정부서울청사 공무직 사무실 통신망 구축공사,행정안전부,서울
20180229939-00,243070000.0,0.0,87.745,982.0,+2% ~ -2%,기,서울우정교육센터 리모델링 정보통신공사,과학기술정보통신부,서울
20180214208-00,267548000.0,0.0,87.745,927.0,+2% ~ -2%,기/협정,병원동 2층 리노베이션 공사(정보통신),서울지방조달청/한국원자력의학원,서울
20180212479-00,111461000.0,0.0,87.745,957.0,+2% ~ -2%,,해동학술정보실 외 3건 조성 통신공사 입찰 공고,서울과학기술대학교,서울
20180211734-00,166072000.0,0.0,87.745,994.0,+2% ~ -2%,,서울과학기술대학교 학생회관 리모델링 통신공사,서울과학기술대학교,서울
20180203127-00,24021000.0,0.0,87.745,907.0,+2% ~ -2%,,충암초등학교 열람실 및 특별실 설치 공사(통신),서울특별시서부교육청,서울
20180208394-00,49901000.0,0.0,87.745,933.0,+2% ~ -2%,기,서일국제경영고 전관방송설비 개선공사 (긴급공고),서울특별시교육청,서울
20180124347-00,159940000.0,0.0,87.745,976.0,+2% ~ -2%,,한국자산관리공사 홍릉 지식협력단지 시설물 공사(정보통신),한국자산관리공사,서울
20180116062-00,107800000.0,0.0,87.745,911.0,+2% ~ -2%,기,중대부중 노후방송설비 교체공사 (긴급공고),서울특별시동작교육청,서울
E011812442,131637000.0,0.0,87.745,1735.0,+2% ~ -2%,,154kV 지축E/C 전력통신설비 시설공사,한국전력공사,서울/경기
E011810304,91979800.0,0.0,87.745,742.0,+2% ~ -2%,,신정변전소 무인보안시스템 교체공사,한국전력공사,서울
E011810152,148657300.0,0.0,87.745,794.0,+2% ~ -2%,,154kV 교대S/S 노후 무인보안시스템 교체공사,한국전력공사,서울
E011810215,73125583.0,0.0,87.745,817.0,+2% ~ -2%,,당인리S/S 보안감시시스템 교체공사,한국전력공사,서울
E011810068,251029900.0,0.0,87.745,1761.0,+2% ~ -2%,,남서울본부 송변전 광단말장치 시설공사(전자제어부),한국전력공사,서울/경기
E011810014,171826600.0,0.0,87.745,766.0,+2% ~ -2%,,남서울본부 송변전계통 광통신선로 시설공사(전자제어부),한국전력공사,서울
E011809829,122607100.0,0.0,87.745,761.0,+2% ~ -2%,,154kV 풍납S/S 노후 무인보안시스템 교체공사,한국전력공사,서울
E011809348,442388100.0,0.0,86.745,699.0,+2% ~ -2%,,18년 하반기 변압기공동이용 자고객 원격검침 통신망 시설공사,한국전력공사,서울
E011809058,225764000.0,0.0,87.745,747.0,+2% ~ -2%,,"154kV 여의,노들S/S 노후 무인보안시스템 교체공사(전자제어부)",한국전력공사,서울
E011808857,94286500.0,0.0,87.745,711.0,+2% ~ -2%,,대치S/S ICT실 이전공사,한국전력공사,서울
E011808954,61352214.0,0.0,87.745,737.0,+2% ~ -2%,,2018년 송변전 광단말장치 시설공사,한국전력공사,서울
E011808253,292843677.0,0.0,87.745,762.0,+2% ~ -2%,,마곡 택지지구 2차 DAS용 자가광통신망 구축공사(ICT운영부),한국전력공사,서울
E011808027,159280000.0,0.0,87.745,681.0,+2% ~ -2%,,하반기 자고객 원격검침망 구축공사,한국전력공사,서울
E011806885,183293000.0,0.0,87.745,708.0,+2% ~ -2%,,서대문은평지사 배전계통 자가 광통신망 증설공사,한국전력공사,서울
E011806270,109304800.0,0.0,87.745,716.0,+2% ~ -2%,,흥인S/S 등 2개소 노후 보안감시시스템 교체공사,한국전력공사,서울
E011805744,689734100.0,0.0,86.745,489.0,+2% ~ -2%,정/협정,345kV 미금성동T/L 전력구 감시시스템 화상설비 보강공사,한국전력공사,서울
E011805516,674362057.0,0.0,86.745,735.0,+2% ~ -2%,,마포용산지사 리모델링 사옥 통신공사,한국전력공사,서울
E011805304,27717250.0,0.0,87.745,1633.0,+2% ~ -2%,,강남P/O 관내 광케이블 보강공사,한국전력공사,서울/경기
E011805358,52435900.0,0.0,87.745,780.0,+2% ~ -2%,,성수S/S 보안감시시스템 교체공사,한국전력공사,서울
E011805086,31360450.0,0.0,87.745,682.0,+2% ~ -2%,,원남-돈암 등 2구간 광케이블 보강공사,한국전력공사,서울
E011804270,37570279.0,0.0,87.745,708.0,+2% ~ -2%,,154kV 시흥-독산변전소간 광케이블 시설공사 (영등포전력지사),한국전력공사,서울
E011803634,266286463.0,0.0,87.745,1701.0,+2% ~ -2%,연기,345kV 신광명S/S GIS화 관련 전력통신설비 정비공사,한국전력공사,서울/경기
E011803441,282167600.0,0.0,87.745,715.0,+2% ~ -2%,연기,18년 상반기 변압기공동이용 자고객 원격검침 통신망 시설공사,한국전력공사,서울
E011803079,19450200.0,0.0,87.745,564.0,+2% ~ -2%,,영등포 사옥 CCTV시스템 교체공사,한국전력공사,서울
E011802485,21547900.0,0.0,87.745,494.0,+2% ~ -2%,,보호계전기 데이터 원격취득시스템(PDAS) 증설공사,한국전력공사,서울
E011801843,22541200.0,0.0,87.745,1122.0,+2% ~ -2%,,2018년 강남P/O 보호계전기 데이터 원격취득시스템(PDAS) 포트 증설공사,한국전력공사,서울/경기
E011801785,51028919.0,0.0,87.745,629.0,+2% ~ -2%,,보호계전기 데이터 원격취득시스템(PDAS) 증설공사,한국전력공사,서울
E011801534,15340600.0,0.0,87.745,416.0,+2% ~ -2%,,2018년 보호계전기 원격취득시스템 포트 증설공사(전자제어부),한국전력공사,서울
E011801174,114180000.0,0.0,87.745,667.0,+2% ~ -2%,,변압기공동이용 자고객 원격검침망 구축공사,한국전력공사,서울
E011713657,24288000.0,0.0,87.745,556.0,+2% ~ -2%,,육군 00부대 면회소 및 정문 신축건물 통신공사,한국전력공사,서울
20191237939-00,23742000.0,1018128.0,87.745,2040.0,+2% ~ -2%,A값,대림대학교 실습실 및 강의실 환경 개선 공사(1차)-통신공사,대림대학교,서울/인천/경기
20191232970-00,34507000.0,0.0,87.745,933.0,+2% ~ -2%,수의,체육관 방송장비개선 공사,서울특별시교육청,서울
20191229226-00,164813000.0,6926279.0,87.745,947.0,+2% ~ -2%,기/A값,중앙선 청량리역 승강장 개량에 따른 통신설비 개량공사,한국철도공사,서울
20191228716-01,249689000.0,9916486.0,87.745,970.0,+2% ~ -2%,기/정/A값,서울대학교 의과대학 의학도서관 이전 통신 공사 (긴급공고) (정정공고),서울대학교,서울
20191208982-01,21140000.0,1212832.0,87.745,1943.0,+2% ~ -2%,기/정/A값/연기,[변경공고]게임인재원 교육공간 구축 통신공사 (정정공고),한국콘텐츠진흥원,서울/인천/경기
20191216670-00,103570000.0,5249780.0,87.745,2239.0,+2% ~ -2%,기/A값,2019년 북한산 사기막야영장 조성공사(통신),국립공원공단,서울/경기
20191219177-00,44084000.0,0.0,87.745,1026.0,+2% ~ -2%,수의,동일여상고 비중확대 실습실 개선공사(통신),서울특별시교육청,서울
20191223205-01,62970000.0,0.0,87.745,870.0,+2% ~ -2%,기/정/수의,(긴급)청원고등학교 석면 해체 제거에 따른 본관동 통신 공사 (긴급공고) (정정공고),서울특별시교육청,서울
20191218373-00,170033000.0,2173518.0,87.745,956.0,+2% ~ -2%,A값,대진디자인고 방송선로개선공사 입찰공고 (긴급공고),서울특별시교육청,서울
E011909077,30503152.0,0.0,87.745,618.0,+2% ~ -2%,기/수의,2019년 계통보호용 전송설비 구축관련 전원설비 교체공사,한국전력공사,서울
20191204746-00,251668000.0,14329591.0,87.745,931.0,+2% ~ -2%,기/A값,중앙선 청량리역 승강장 개량 관련 열차행선안내장치 신설기타공사,한국철도공사,서울
20191145435-00,139396000.0,0.0,87.995,108.0,+2% ~ -2%,물품,경륜·경정 장안지점 리모델링공사 관급자재(CCTV) 구매,서울올림픽기념국민체육진흥공단,서울
20191204233-00,102520000.0,1979727.0,87.745,949.0,+2% ~ -2%,기/A값,"교사동(본관,서관) 전관 방송시설 개선공사",서울특별시중부교육청,서울
20191205186-00,10000000.0,0.0,87.745,502.0,+2% ~ -2%,기,중앙계획통제단 사무실 영상시스템 개선 공사,행정안전부,서울/경기
E011908831,29337000.0,0.0,87.745,603.0,+2% ~ -2%,기,남서울본부 EV충전소 디지털 현장관리장치 설치공사(ICT운영부),한국전력공사,서울
20191143049-00,504431000.0,28878418.0,86.745,898.0,+2% ~ -2%,기/A값,중앙선 청량리역 승강장개량 역무자동화설비 신설 공사,한국철도공사,서울
20191144881-00,69921000.0,0.0,87.745,2396.0,+2% ~ -2%,기,분당선 가천대 등 3개소 환실 원격제어용 통신케이블 개량공사,한국철도공사,서울/경기
20191135646-00,751827498.0,20661046.0,86.745,2645.0,+2% ~ -2%,기/A값,철도교통관제센터 구간망 광전송설비 개량공사,한국철도공사,서울/대전/경기/충북/충남
20191131481-00,546370000.0,39655728.0,86.745,940.0,+2% ~ -2%,기/A값,경륜경정 장안지점 리모델링 정보통신공사,서울올림픽기념국민체육진흥공단,서울
E011908698,121321699.0,0.0,87.745,770.0,+2% ~ -2%,기,남서울본부 변전소간 광통신선로 시설공사(전자제어부),한국전력공사,서울
E011908682,27651360.0,0.0,87.745,650.0,+2% ~ -2%,기,EV충전소 디지털 현장관리장치 구축공사,한국전력공사,서울
20191133198-00,79860000.0,0.0,87.745,1006.0,+2% ~ -2%,기,철도교통관제선테 영상감시 안전사다리 개량공사,한국철도공사,서울
20191125268-00,82280000.0,1548610.0,87.745,1033.0,+2% ~ -2%,기/A값,숙명여자중학교 방송시설개선공사(긴급),서울특별시강남교육청,서울
20191123806-00,64018317.0,2997785.0,87.745,1022.0,+2% ~ -2%,기/A값/연기,김포공항 관제수신소 증축 및 리모델링 정보통신공사,한국공항공사,서울
E011908630,13459132.0,0.0,87.745,471.0,+2% ~ -2%,기,‘19년 무인에너지센터 출입리더 교체공사,한국전력공사,서울
E011908477,331602700.0,0.0,86.745,1169.0,+2% ~ -2%,기/정/협정,동서울-미금등 3개T/L 과학화장비 설치공사,한국전력공사,서울/경기
20191108327-00,1217260000.0,76351039.0,86.745,1004.0,+2% ~ -2%,기/A값/의무,나라키움 서대문세무서 개발사업 정보통신공사,한국자산관리공사,전국/서울
20191124479-00,51750000.0,0.0,88,214.0,+2% ~ -2%,기,20년 인천세관 공항 소란방지용 CCTV시스템 유지보수 위탁 용역,관세청,서울/인천/경기
1903787-00,4995205000.0,265472400.0,86.745,861.0,+2% ~ -2%,기/A값/의무,서울수서역세권 A-3BL 아파트 정보통신공사 1공구(공분/행복 597호),한국토지주택공사,전국/서울
20191115804-00,64000000.0,6281578.0,87.745,642.0,+2% ~ -2%,기/A값,스마트워크센터 및 회의공간 등 사무환경 구축(네트워크) 공사,건강보험심사평가원,서울
20191119748-00,398892000.0,23835063.0,86.745,975.0,+2% ~ -2%,A값,데이터사이언스대학원(942동) 환경개선 통신공사 (긴급공고),서울대학교,서울
20191107708-01,58235294.0,1256729.0,87.745,1005.0,+2% ~ -2%,기/정/A값,간호간병통합서비스병동 조성공사 44병동(통신) (정정공고),서울대학교병원,서울
20191035318-00,940514000.0,65201558.0,86.745,922.0,+2% ~ -2%,기/A값/협정,(서울수서경찰서) 환경개선공사(통신),서울지방조달청/경찰청,서울
20191008873-00,0.0,10282717400.0,1,430.0,+2% ~ -2%,A값/연기/의무,서울개포 상록아파트 정보통신공사,공무원연금공단,전국/서울
20191105735-01,598279000.0,42483052.0,86.745,957.0,+2% ~ -2%,기/정/A값/협정,마포경찰서 환경개선공사(통신) (정정공고),경찰청,서울
20191104543-00,31053000.0,0.0,87.745,2201.0,+2% ~ -2%,,"정부과천청사 1,2동 내진보강 통신공사",행정안전부,서울/경기
20191038155-00,136592000.0,1629890.0,87.745,2757.0,+2% ~ -2%,기/A값,광역전철 자동발매기 이설·철거 및 비상게이트 회전모듈 개량공사,한국철도공사,서울/인천/경기/강원/충남
E011907917,307362000.0,0.0,87.745,402.0,+2% ~ -2%,협정,154kV 신양재-교대 등 4개T/L 운영시스템 과학화장비 설치공사,한국전력공사,서울
20191033621-00,62279000.0,0.0,87.745,2508.0,+2% ~ -2%,기,경인선 부평역 등 16역 방송설비 능 개선공사,한국철도공사,서울/인천/경기
20191030678-00,136720000.0,1619656.0,87.745,982.0,+2% ~ -2%,기/A값/협정,정보통신 인프라 개선공사,대통령경호처,서울
20191024835-01,61930000.0,0.0,87.745,1384.0,+2% ~ -2%,정,루터대학교 언어치료 실습실 개선 공사(통신),루터대학교,서울/경기
20191029436-00,190300000.0,4920145.0,87.745,603.0,+2% ~ -2%,기/A값,(긴급) 서울중앙지검 출입통제 CCTV설비 교체공사,대검찰청,서울
20191024153-00,1064415000.0,63071680.0,86.745,918.0,+2% ~ -2%,기/A값/협정,나라키움 구로 복합관사 개발사업 정보통신공사,한국자산관리공사,서울
20191020856-00,106805000.0,6232551.0,87.745,976.0,+2% ~ -2%,기/A값/협정,「디지털도서관 이용공간 재구성」통신공사,서울지방조달청/문화체육관광부,서울
20191020084-00,423350000.0,19422356.0,86.745,944.0,+2% ~ -2%,A값,중앙선 청량리역 방송설비 개량공사,한국철도공사,서울
20191021770-00,56186000.0,0.0,87.745,1013.0,+2% ~ -2%,기/협정,B-1 OO상황실 통신보수공사,서울지방조달청/행정안전부,서울
20191018980-00,111017000.0,4244428.0,87.745,975.0,+2% ~ -2%,기/A값,경부선 노량진역 환승통로 통신설비 신설공사,한국철도공사,서울
20191018296-00,139732000.0,2864693.0,87.745,2453.0,+2% ~ -2%,A값,청사 3층 대강당 음향설비 교체공사,환경부,서울/인천/경기
20191019359-00,60551000.0,0.0,87.745,1058.0,+2% ~ -2%,기,경부선 영등포역 네트워크설비 고도화에 따른 통신설비 신설공사,한국철도공사,서울
20191016781-00,389615000.0,12370791.0,86.745,931.0,+2% ~ -2%,기/A값,경부선 용산역 방송설비 개량공사,한국철도공사,서울
